Student_ID,Name,Age,Gender,School,Board,Class,Subject,Marks,Grade,Attendance_Percent,Study_Hours_Per_Day,Extra_Curricular,Scholarship
STU_049180,Student_49180,14,Female,School_47,CBSE,10,Hindi,72,B,74.4,5.6,Yes,No
STU_049181,Student_49181,16,Female,School_1,IB,12,Economics,74,F,58.0,4.8,No,Yes
STU_049182,Student_49182,18,Female,School_48,ICSE,11,Geography,47,D,70.5,5.1,Yes,No
STU_049183,Student_49183,13,Male,School_48,State,9,Computer Science,74,A+,84.1,1.9,Yes,No
STU_049184,Student_49184,12,Female,School_26,IB,11,Biology,64,D,100.0,3.9,No,No
STU_049185,Student_49185,16,Female,School_11,IB,9,Computer Science,57,A+,81.6,9.0,No,No
STU_049186,Student_49186,13,Male,School_4,State,10,English,76,B,73.3,8.4,Yes,No
STU_049187,Student_49187,13,Female,School_16,CBSE,10,Economics,46,C+,100.0,3.6,Yes,No
STU_049188,Student_49188,16,Male,School_28,ICSE,11,Physics,63,C+,97.5,5.1,No,No
STU_049189,Student_49189,14,Male,School_29,CBSE,10,Computer Science,61,F,78.1,1.9,Yes,No
STU_049190,Student_49190,14,Female,School_24,IB,10,Physics,78,A+,64.3,3.7,Yes,No
STU_049191,Student_49191,16,Female,School_29,Cambridge,9,English,75,B+,83.7,5.1,No,No
STU_049192,Student_49192,17,Male,School_10,ICSE,9,History,59,F,97.8,5.7,Yes,No
STU_049193,Student_49193,10,Female,School_9,ICSE,12,Economics,69,C+,65.7,2.6,No,No
STU_049194,Student_49194,15,Female,School_29,CBSE,12,Economics,83,C,59.7,4.9,Yes,No
STU_049195,Student_49195,16,Male,School_22,Cambridge,12,Chemistry,76,C+,92.6,3.5,Yes,No
STU_049196,Student_49196,14,Female,School_28,Cambridge,9,Economics,74,F,68.6,4.6,Yes,No
STU_049197,Student_49197,16,Female,School_1,State,9,Chemistry,100,B+,97.6,2.4,No,No
STU_049198,Student_49198,14,Female,School_11,CBSE,12,Biology,72,A,92.8,4.5,No,No
STU_049199,Student_49199,13,Male,School_50,Cambridge,11,History,79,F,97.1,9.7,Yes,No
STU_049200,Student_49200,16,Female,School_41,IB,10,Biology,79,C+,74.1,2.9,Yes,No
STU_049201,Student_49201,14,Female,School_45,ICSE,12,Chemistry,51,C+,64.6,2.4,No,No
STU_049202,Student_49202,12,Female,School_29,State,12,History,57,A+,78.9,5.7,No,No
STU_049203,Student_49203,13,Female,School_48,Cambridge,11,Chemistry,57,F,77.5,8.3,Yes,No
STU_049204,Student_49204,14,Female,School_41,CBSE,10,Economics,58,A+,71.7,5.5,No,No
STU_049205,Student_49205,12,Female,School_12,IB,12,Hindi,53,B+,74.8,8.2,Yes,No
STU_049206,Student_49206,15,Male,School_49,Cambridge,12,Biology,66,A,95.4,8.2,Yes,No
STU_049207,Student_49207,13,Male,School_48,ICSE,9,English,80,C,97.6,3.2,Yes,No
STU_049208,Student_49208,14,Male,School_46,Cambridge,10,Geography,92,F,92.2,5.1,Yes,No
STU_049209,Student_49209,15,Male,School_36,Cambridge,12,Mathematics,67,B,79.3,3.6,Yes,No
STU_049210,Student_49210,11,Female,School_25,CBSE,11,English,47,D,83.4,1.9,No,No
STU_049211,Student_49211,17,Male,School_10,State,11,Geography,52,C,66.4,5.4,Yes,No
STU_049212,Student_49212,12,Female,School_37,CBSE,10,Physics,69,A,100.0,3.5,Yes,No
STU_049213,Student_49213,17,Female,School_4,CBSE,10,Biology,53,F,95.7,4.2,No,Yes
STU_049214,Student_49214,14,Female,School_19,ICSE,11,English,84,D,87.6,3.9,Yes,No
STU_049215,Student_49215,19,Female,School_5,Cambridge,11,English,39,F,97.2,2.5,Yes,No
STU_049216,Student_49216,11,Male,School_50,ICSE,9,Biology,61,B,76.2,1.2,Yes,No
STU_049217,Student_49217,15,Female,School_7,State,12,Mathematics,72,C,89.6,2.0,No,No
STU_049218,Student_49218,13,Male,School_46,Cambridge,10,Economics,42,C+,100.0,3.2,Yes,No
STU_049219,Student_49219,14,Male,School_31,State,12,Chemistry,60,C+,59.0,2.4,No,No
STU_049220,Student_49220,15,Male,School_46,State,9,Chemistry,99,A+,57.9,4.9,No,No
STU_049221,Student_49221,16,Female,School_24,State,9,Chemistry,47,B+,72.3,4.6,No,No
STU_049222,Student_49222,17,Female,School_1,State,9,History,74,A,79.4,4.6,Yes,Yes
STU_049223,Student_49223,18,Female,School_26,ICSE,9,Biology,80,F,69.8,5.1,No,No
STU_049224,Student_49224,14,Male,School_29,State,11,Economics,88,B+,74.5,3.3,No,No
STU_049225,Student_49225,16,Female,School_46,State,11,Physics,78,A,98.8,6.1,Yes,No
STU_049226,Student_49226,18,Female,School_34,IB,12,English,96,F,84.3,4.4,No,No
STU_049227,Student_49227,15,Female,School_16,ICSE,12,Economics,72,B,100.0,0.0,No,No
STU_049228,Student_49228,14,Male,School_18,State,10,Mathematics,66,B+,84.5,4.3,Yes,Yes
STU_049229,Student_49229,13,Male,School_21,IB,12,History,71,C,89.4,3.5,No,No
STU_049230,Student_49230,13,Female,School_45,Cambridge,9,Mathematics,76,A+,92.1,1.4,Yes,No
STU_049231,Student_49231,14,Male,School_6,State,12,Hindi,51,B,82.9,6.8,Yes,No
STU_049232,Student_49232,15,Female,School_41,IB,11,Computer Science,67,B+,85.0,4.9,No,No
STU_049233,Student_49233,15,Female,School_8,ICSE,9,Chemistry,86,C+,90.3,2.7,No,No
STU_049234,Student_49234,12,Female,School_22,Cambridge,11,Computer Science,70,B,74.3,5.5,Yes,No
STU_049235,Student_49235,12,Female,School_37,ICSE,12,Economics,62,B+,79.4,4.6,Yes,No
STU_049236,Student_49236,13,Female,School_38,CBSE,11,Chemistry,87,C,73.9,5.6,Yes,No
STU_049237,Student_49237,16,Male,School_9,State,9,Computer Science,79,C+,66.5,7.1,No,No
STU_049238,Student_49238,16,Female,School_33,IB,9,History,92,A,72.1,3.1,No,No
STU_049239,Student_49239,14,Male,School_33,ICSE,11,Biology,70,C+,77.4,4.3,Yes,No
STU_049240,Student_49240,14,Female,School_19,State,9,Computer Science,71,B,75.9,3.6,No,No
STU_049241,Student_49241,16,Male,School_4,ICSE,12,Mathematics,75,A,93.5,7.1,Yes,Yes
STU_049242,Student_49242,14,Female,School_36,IB,10,Computer Science,84,F,61.1,4.2,Yes,No
STU_049243,Student_49243,14,Male,School_8,CBSE,12,Biology,68,C,76.8,5.6,No,Yes
STU_049244,Student_49244,10,Female,School_16,Cambridge,9,Computer Science,60,F,78.3,6.4,No,No
STU_049245,Student_49245,12,Female,School_33,ICSE,10,Computer Science,91,F,70.1,3.6,Yes,Yes
STU_049246,Student_49246,12,Female,School_33,ICSE,12,Geography,60,C,86.6,6.0,No,No
STU_049247,Student_49247,12,Male,School_45,Cambridge,11,Physics,77,A,80.0,5.0,No,No
STU_049248,Student_49248,13,Male,School_45,ICSE,11,History,95,C+,77.8,5.8,No,No
STU_049249,Student_49249,13,Male,School_41,IB,11,Computer Science,71,C+,79.8,3.4,No,No
STU_049250,Student_49250,15,Male,School_31,CBSE,12,Biology,100,A+,39.0,0.0,No,No
STU_049251,Student_49251,14,Female,School_44,ICSE,12,History,71,A+,55.3,5.0,No,No
STU_049252,Student_49252,11,Female,School_7,State,9,Physics,88,D,73.3,3.8,Yes,No
STU_049253,Student_49253,11,Male,School_31,CBSE,11,Physics,58,B,100.0,6.9,No,No
STU_049254,Student_49254,12,Female,School_15,Cambridge,12,Mathematics,94,B,55.5,5.8,No,No
STU_049255,Student_49255,15,Male,School_33,Cambridge,10,Geography,45,C,82.1,3.0,No,No
STU_049256,Student_49256,17,Female,School_40,Cambridge,11,Physics,94,B,83.4,3.4,Yes,No
STU_049257,Student_49257,11,Male,School_43,State,11,Computer Science,64,A+,97.8,4.9,No,No
STU_049258,Student_49258,13,Male,School_50,ICSE,9,Economics,86,B+,65.5,6.3,Yes,No
STU_049259,Student_49259,13,Female,School_35,Cambridge,9,Geography,76,C+,73.0,6.8,No,No
STU_049260,Student_49260,13,Female,School_33,ICSE,10,History,69,B,100.0,2.7,No,No
STU_049261,Student_49261,14,Male,School_40,CBSE,11,Computer Science,45,B+,74.4,5.3,Yes,No
STU_049262,Student_49262,18,Female,School_7,IB,9,History,67,A+,78.3,4.0,Yes,Yes
STU_049263,Student_49263,11,Female,School_15,Cambridge,10,Economics,94,D,69.1,2.3,Yes,No
STU_049264,Student_49264,14,Female,School_38,State,10,Hindi,66,B,94.0,3.8,Yes,No
STU_049265,Student_49265,12,Female,School_36,ICSE,12,Hindi,52,C,72.6,2.5,No,No
STU_049266,Student_49266,14,Female,School_32,IB,11,Physics,54,B,52.1,3.5,No,No
STU_049267,Student_49267,14,Male,School_40,CBSE,12,Geography,55,A,71.2,1.1,No,No
STU_049268,Student_49268,16,Male,School_30,Cambridge,10,Economics,89,C,78.7,2.6,No,No
STU_049269,Student_49269,16,Male,School_12,ICSE,11,Mathematics,76,A+,98.6,8.2,Yes,No
STU_049270,Student_49270,13,Male,School_44,Cambridge,12,Geography,56,F,66.0,4.0,No,No
STU_049271,Student_49271,14,Male,School_7,Cambridge,11,Hindi,84,D,97.7,6.5,Yes,Yes
STU_049272,Student_49272,16,Female,School_40,Cambridge,10,History,68,A,80.2,4.0,No,No
STU_049273,Student_49273,14,Female,School_25,ICSE,11,Hindi,96,D,84.8,4.2,Yes,No
STU_049274,Student_49274,12,Female,School_30,State,11,Geography,27,A+,73.2,1.3,Yes,No
STU_049275,Student_49275,11,Female,School_1,IB,9,Physics,38,C,100.0,3.9,Yes,No
STU_049276,Student_49276,13,Male,School_8,CBSE,9,History,89,C+,91.3,3.3,Yes,No
STU_049277,Student_49277,16,Male,School_37,Cambridge,12,Computer Science,73,A+,64.1,0.6,Yes,No
STU_049278,Student_49278,15,Male,School_30,Cambridge,12,Geography,52,B+,81.5,3.1,Yes,No
STU_049279,Student_49279,14,Female,School_30,Cambridge,11,Economics,80,B+,78.6,5.9,No,No
STU_049280,Student_49280,17,Male,School_32,IB,11,Hindi,84,A+,100.0,6.0,No,No
STU_049281,Student_49281,14,Male,School_47,State,12,Hindi,49,A+,66.6,4.3,No,No
STU_049282,Student_49282,16,Male,School_5,IB,9,Computer Science,66,C+,63.6,3.9,Yes,No
STU_049283,Student_49283,16,Male,School_36,CBSE,12,Geography,71,C+,93.5,5.6,No,Yes
STU_049284,Student_49284,12,Female,School_17,CBSE,11,Mathematics,68,D,72.2,2.5,Yes,No
STU_049285,Student_49285,17,Female,School_49,IB,10,Computer Science,58,B+,57.6,3.0,No,No
STU_049286,Student_49286,14,Female,School_5,IB,11,Geography,74,B,73.3,7.7,No,Yes
STU_049287,Student_49287,12,Female,School_47,Cambridge,12,Economics,52,A+,75.4,3.2,No,Yes
STU_049288,Student_49288,16,Female,School_32,ICSE,11,Hindi,63,A+,99.8,4.4,No,No
STU_049289,Student_49289,15,Female,School_42,IB,10,Computer Science,100,C,90.5,2.1,Yes,No
STU_049290,Student_49290,15,Male,School_30,ICSE,10,Biology,63,C,61.0,5.5,No,No
STU_049291,Student_49291,14,Female,School_31,State,9,Physics,73,F,90.7,3.7,No,No
STU_049292,Student_49292,12,Female,School_6,IB,9,Chemistry,64,B+,72.3,6.0,Yes,No
STU_049293,Student_49293,13,Male,School_47,IB,9,Hindi,71,B+,76.9,0.7,Yes,No
STU_049294,Student_49294,16,Female,School_10,ICSE,12,Computer Science,58,B,92.1,4.4,No,No
STU_049295,Student_49295,15,Female,School_36,IB,10,English,78,B+,76.7,0.6,No,No
STU_049296,Student_49296,15,Female,School_15,IB,9,Computer Science,75,C+,52.1,3.2,No,No
STU_049297,Student_49297,12,Male,School_42,IB,11,Mathematics,84,B,66.8,2.6,No,No
STU_049298,Student_49298,12,Female,School_16,CBSE,12,Mathematics,65,A+,75.6,5.5,No,No
STU_049299,Student_49299,14,Male,School_36,State,11,Geography,47,C+,78.3,2.9,No,No
STU_049300,Student_49300,16,Female,School_1,State,9,History,45,F,90.5,3.5,No,Yes
STU_049301,Student_49301,12,Female,School_7,State,12,Computer Science,68,A+,89.1,3.8,No,No
STU_049302,Student_49302,14,Male,School_18,Cambridge,9,Computer Science,58,B+,94.9,5.4,No,No
STU_049303,Student_49303,16,Male,School_35,State,9,History,34,B+,61.3,6.3,No,No
STU_049304,Student_49304,20,Male,School_8,ICSE,9,Biology,43,F,100.0,3.9,No,Yes
STU_049305,Student_49305,12,Female,School_50,Cambridge,12,Biology,50,B,56.0,6.0,No,No
STU_049306,Student_49306,16,Female,School_21,State,12,Physics,63,C,74.7,3.4,No,Yes
STU_049307,Student_49307,13,Female,School_29,CBSE,12,Geography,74,B+,78.3,6.3,No,No
STU_049308,Student_49308,16,Female,School_41,IB,12,English,50,A+,100.0,2.9,No,No
STU_049309,Student_49309,15,Female,School_23,State,9,Geography,71,A,74.6,3.8,Yes,No
STU_049310,Student_49310,16,Female,School_30,ICSE,11,Computer Science,57,C+,80.0,9.1,Yes,Yes
STU_049311,Student_49311,15,Male,School_1,CBSE,10,Chemistry,47,C,98.7,3.4,Yes,No
STU_049312,Student_49312,16,Female,School_18,CBSE,9,History,69,A+,85.7,4.2,No,No
STU_049313,Student_49313,16,Male,School_14,State,12,Physics,60,B+,42.1,0.7,No,Yes
STU_049314,Student_49314,16,Female,School_44,Cambridge,11,Computer Science,89,C,89.1,1.6,No,No
STU_049315,Student_49315,17,Male,School_50,CBSE,12,Economics,80,B,61.2,1.2,Yes,No
STU_049316,Student_49316,13,Female,School_49,CBSE,10,English,56,C,91.8,3.9,Yes,No
STU_049317,Student_49317,14,Female,School_45,ICSE,9,Mathematics,60,C,91.9,2.9,Yes,No
STU_049318,Student_49318,17,Male,School_31,ICSE,10,Geography,53,F,88.6,5.6,No,No
STU_049319,Student_49319,16,Male,School_11,IB,10,Computer Science,58,B,81.8,6.7,Yes,No
STU_049320,Student_49320,17,Female,School_47,Cambridge,9,History,69,B+,100.0,7.7,Yes,No
STU_049321,Student_49321,19,Male,School_45,IB,10,Chemistry,73,B+,63.5,5.4,No,No
STU_049322,Student_49322,15,Female,School_37,State,12,Biology,77,A+,76.1,3.5,Yes,No
STU_049323,Student_49323,11,Male,School_11,CBSE,10,Economics,86,C+,60.7,3.1,No,No
STU_049324,Student_49324,16,Female,School_12,ICSE,9,Mathematics,100,A+,74.1,1.6,Yes,No
STU_049325,Student_49325,14,Male,School_43,CBSE,11,Biology,65,C,70.8,5.0,Yes,No
STU_049326,Student_49326,15,Female,School_27,IB,12,History,76,F,63.1,5.9,No,No
STU_049327,Student_49327,15,Female,School_6,ICSE,12,Economics,54,B+,79.1,7.4,No,No
STU_049328,Student_49328,13,Male,School_3,IB,12,Physics,90,B+,90.4,1.7,No,No
STU_049329,Student_49329,15,Female,School_12,Cambridge,9,History,90,A+,100.0,6.0,No,No
STU_049330,Student_49330,14,Female,School_37,ICSE,10,Computer Science,61,C,65.1,4.6,Yes,Yes
STU_049331,Student_49331,16,Female,School_8,Cambridge,9,Geography,71,D,76.7,7.1,No,No
STU_049332,Student_49332,14,Male,School_3,State,10,Hindi,72,B,85.3,0.7,No,No
STU_049333,Student_49333,12,Male,School_6,IB,12,Chemistry,69,A+,46.7,3.9,No,No
STU_049334,Student_49334,16,Male,School_14,CBSE,12,Physics,54,C+,76.1,3.4,Yes,No
STU_049335,Student_49335,18,Female,School_38,CBSE,10,Physics,72,A+,100.0,1.0,No,No
STU_049336,Student_49336,14,Male,School_49,ICSE,9,Economics,75,A+,51.5,1.7,Yes,No
STU_049337,Student_49337,14,Female,School_50,Cambridge,11,Physics,73,B+,94.0,2.3,No,No
STU_049338,Student_49338,14,Male,School_48,ICSE,10,Economics,90,C,66.1,0.0,Yes,No
STU_049339,Student_49339,19,Female,School_45,Cambridge,9,Physics,82,C+,96.1,0.0,No,No
STU_049340,Student_49340,14,Male,School_43,CBSE,10,Mathematics,60,B,72.1,2.3,No,No
STU_049341,Student_49341,15,Male,School_6,Cambridge,12,Mathematics,78,D,88.1,2.7,Yes,No
STU_049342,Student_49342,18,Female,School_28,CBSE,12,Economics,65,B,76.7,2.4,Yes,Yes
STU_049343,Student_49343,16,Female,School_31,ICSE,11,History,59,A,78.3,2.3,No,No
STU_049344,Student_49344,13,Male,School_48,Cambridge,11,Economics,75,B,89.8,1.7,No,No
STU_049345,Student_49345,14,Female,School_21,IB,9,English,68,A,53.1,0.4,Yes,No
STU_049346,Student_49346,14,Male,School_49,State,10,Economics,59,D,74.8,0.5,Yes,No
STU_049347,Student_49347,17,Female,School_41,Cambridge,12,English,99,B,89.8,3.4,No,No
STU_049348,Student_49348,13,Male,School_44,IB,11,English,64,B,66.2,2.1,No,Yes
STU_049349,Student_49349,17,Male,School_21,State,10,Economics,80,C,84.2,8.9,No,No
STU_049350,Student_49350,17,Female,School_46,ICSE,10,Physics,85,A+,82.4,3.7,No,No
STU_049351,Student_49351,13,Female,School_7,ICSE,10,Economics,85,F,75.0,2.5,No,No
STU_049352,Student_49352,18,Female,School_48,CBSE,9,Hindi,56,C+,100.0,3.6,No,No
STU_049353,Student_49353,15,Male,School_9,IB,11,Economics,71,A,73.8,5.3,Yes,No
STU_049354,Student_49354,14,Male,School_9,CBSE,9,Economics,74,B+,89.7,1.4,Yes,No
STU_049355,Student_49355,12,Female,School_1,IB,9,Chemistry,60,F,83.0,6.2,No,Yes
STU_049356,Student_49356,18,Female,School_9,ICSE,11,Hindi,33,A,90.9,1.9,Yes,No
STU_049357,Student_49357,13,Female,School_42,IB,11,Computer Science,43,A,70.2,1.9,Yes,No
STU_049358,Student_49358,17,Male,School_43,ICSE,11,English,74,B,69.5,5.9,Yes,No
STU_049359,Student_49359,16,Female,School_27,Cambridge,9,English,55,F,76.7,7.7,Yes,No
STU_049360,Student_49360,14,Female,School_1,ICSE,9,Physics,96,B+,73.5,6.3,No,No
STU_049361,Student_49361,17,Female,School_41,Cambridge,10,English,53,B,84.9,3.5,No,No
STU_049362,Student_49362,12,Male,School_4,ICSE,11,Mathematics,75,F,93.0,3.8,Yes,No
STU_049363,Student_49363,15,Female,School_18,IB,11,Mathematics,61,A+,97.7,3.6,No,No
STU_049364,Student_49364,13,Female,School_23,CBSE,10,Economics,74,F,93.4,7.2,No,No
STU_049365,Student_49365,16,Female,School_2,CBSE,9,English,70,B,64.6,5.3,No,No
STU_049366,Student_49366,13,Male,School_29,CBSE,11,Economics,70,A+,83.6,3.8,No,No
STU_049367,Student_49367,16,Male,School_49,Cambridge,11,Mathematics,52,C+,100.0,0.5,Yes,No
STU_049368,Student_49368,11,Female,School_1,State,10,History,86,C+,86.7,3.7,No,No
STU_049369,Student_49369,13,Female,School_19,CBSE,11,Mathematics,59,B+,52.1,3.4,Yes,No
STU_049370,Student_49370,16,Male,School_11,ICSE,11,Economics,76,A,100.0,3.1,No,No
STU_049371,Student_49371,15,Male,School_6,Cambridge,11,Biology,54,D,64.3,7.9,No,No
STU_049372,Student_49372,13,Female,School_35,CBSE,12,Computer Science,54,C+,87.7,4.7,No,No
STU_049373,Student_49373,15,Female,School_35,State,11,Biology,81,C,69.8,4.4,Yes,No
STU_049374,Student_49374,14,Female,School_50,IB,10,Economics,100,D,95.2,4.3,Yes,No
STU_049375,Student_49375,18,Female,School_2,State,11,Physics,91,F,77.0,3.3,No,No
STU_049376,Student_49376,16,Male,School_28,IB,9,Geography,81,B,87.7,3.6,No,No
STU_049377,Student_49377,17,Female,School_19,State,11,Hindi,61,B+,97.5,2.1,No,No
STU_049378,Student_49378,19,Female,School_48,CBSE,11,English,58,D,75.2,3.1,No,No
STU_049379,Student_49379,14,Female,School_39,ICSE,11,Geography,69,B,46.8,3.9,No,No
STU_049380,Student_49380,15,Female,School_8,Cambridge,10,Computer Science,80,D,94.3,4.7,Yes,No
STU_049381,Student_49381,13,Male,School_38,IB,12,Biology,64,B,99.7,3.2,No,Yes
STU_049382,Student_49382,16,Male,School_3,ICSE,10,Hindi,79,B+,65.7,2.8,Yes,No
STU_049383,Student_49383,13,Female,School_12,ICSE,10,Chemistry,67,D,73.7,3.8,No,No
STU_049384,Student_49384,13,Female,School_15,IB,12,Mathematics,79,A+,100.0,2.1,Yes,No
STU_049385,Student_49385,12,Female,School_32,CBSE,10,Geography,69,F,85.7,1.9,No,No
STU_049386,Student_49386,15,Female,School_48,CBSE,10,Physics,67,C+,100.0,3.7,No,No
STU_049387,Student_49387,14,Female,School_10,ICSE,12,Physics,79,A,83.5,4.6,No,No
STU_049388,Student_49388,13,Female,School_25,ICSE,9,Economics,65,B+,70.3,2.9,No,No
STU_049389,Student_49389,13,Female,School_4,CBSE,11,English,63,F,86.9,3.7,No,No
STU_049390,Student_49390,14,Male,School_22,Cambridge,9,History,31,B,72.0,3.8,No,No
STU_049391,Student_49391,13,Male,School_11,ICSE,9,Computer Science,63,A,77.5,4.2,Yes,No
STU_049392,Student_49392,16,Male,School_49,IB,12,Computer Science,70,C+,66.0,4.9,No,No
STU_049393,Student_49393,13,Female,School_4,State,12,English,72,A,90.0,2.9,No,No
STU_049394,Student_49394,15,Male,School_41,ICSE,12,Computer Science,71,C+,84.9,1.8,Yes,No
STU_049395,Student_49395,14,Male,School_36,Cambridge,12,English,88,A,53.4,9.6,Yes,No
STU_049396,Student_49396,13,Female,School_31,Cambridge,10,History,66,B,87.0,7.6,Yes,No
STU_049397,Student_49397,11,Female,School_15,IB,11,Computer Science,48,C+,83.2,0.5,Yes,No
STU_049398,Student_49398,15,Female,School_47,ICSE,11,Mathematics,46,A,72.5,1.8,No,No
STU_049399,Student_49399,13,Female,School_18,ICSE,11,Chemistry,62,C,100.0,3.6,No,Yes
STU_049400,Student_49400,14,Female,School_21,ICSE,11,Geography,70,F,100.0,6.1,Yes,No
STU_049401,Student_49401,18,Female,School_44,CBSE,9,History,56,C+,58.3,6.4,No,No
STU_049402,Student_49402,15,Female,School_38,State,10,Biology,66,D,96.8,4.1,Yes,No
STU_049403,Student_49403,16,Male,School_2,IB,11,Chemistry,56,B,75.7,3.9,No,No
STU_049404,Student_49404,19,Female,School_26,Cambridge,11,History,62,F,75.4,4.0,No,No
STU_049405,Student_49405,12,Male,School_28,CBSE,10,Geography,76,B+,64.0,6.1,No,No
STU_049406,Student_49406,14,Male,School_18,ICSE,11,Hindi,69,A+,92.6,2.0,Yes,No
STU_049407,Student_49407,10,Female,School_32,Cambridge,9,Chemistry,49,A+,83.3,1.7,No,No
STU_049408,Student_49408,14,Male,School_17,Cambridge,11,Hindi,71,D,88.7,0.0,Yes,No
STU_049409,Student_49409,17,Female,School_45,CBSE,11,Hindi,82,C,88.7,2.8,Yes,No
STU_049410,Student_49410,14,Female,School_1,Cambridge,12,Biology,91,D,88.6,4.0,No,No
STU_049411,Student_49411,17,Female,School_15,Cambridge,11,Economics,64,D,81.8,4.5,No,No
STU_049412,Student_49412,17,Male,School_49,State,12,Economics,53,A,93.5,3.9,No,No
STU_049413,Student_49413,15,Female,School_15,Cambridge,9,Physics,48,A+,94.3,3.0,Yes,No
STU_049414,Student_49414,16,Male,School_36,CBSE,12,History,50,D,94.0,3.1,No,No
STU_049415,Student_49415,14,Male,School_4,State,12,Biology,60,C,69.0,4.3,No,No
STU_049416,Student_49416,12,Female,School_32,CBSE,11,Geography,62,C+,100.0,3.7,Yes,No
STU_049417,Student_49417,13,Male,School_15,ICSE,11,Economics,64,D,42.5,6.2,No,No
STU_049418,Student_49418,14,Male,School_31,IB,9,Physics,89,F,68.3,2.7,No,No
STU_049419,Student_49419,13,Male,School_48,IB,10,Geography,42,B+,62.0,3.8,No,Yes
STU_049420,Student_49420,12,Female,School_8,State,10,Chemistry,91,D,78.6,7.4,Yes,No
STU_049421,Student_49421,14,Female,School_31,CBSE,9,Hindi,70,B,90.6,3.1,Yes,No
STU_049422,Student_49422,14,Female,School_29,IB,11,Hindi,100,F,66.1,7.9,Yes,No
STU_049423,Student_49423,16,Male,School_25,CBSE,12,Biology,74,C+,100.0,3.3,No,No
STU_049424,Student_49424,13,Female,School_42,IB,9,Physics,80,F,100.0,4.8,Yes,Yes
STU_049425,Student_49425,14,Female,School_6,State,12,Chemistry,87,B,55.3,4.7,No,No
STU_049426,Student_49426,14,Female,School_14,Cambridge,12,History,75,B,78.7,1.1,Yes,No
STU_049427,Student_49427,15,Male,School_50,State,10,Hindi,60,A+,86.4,4.0,Yes,No
STU_049428,Student_49428,18,Male,School_34,Cambridge,12,English,61,C+,84.2,2.0,No,No
STU_049429,Student_49429,12,Female,School_8,IB,10,Chemistry,81,C,100.0,3.2,Yes,No
STU_049430,Student_49430,14,Male,School_26,CBSE,9,English,54,C+,68.1,4.6,No,No
STU_049431,Student_49431,14,Male,School_47,ICSE,12,Mathematics,53,A+,85.3,3.9,No,No
STU_049432,Student_49432,15,Female,School_36,State,11,Biology,46,B+,77.2,0.5,No,Yes
STU_049433,Student_49433,15,Female,School_4,ICSE,9,History,67,C,95.4,0.3,No,No
STU_049434,Student_49434,17,Male,School_7,CBSE,9,Chemistry,59,D,89.9,6.0,No,No
STU_049435,Student_49435,15,Female,School_16,State,11,Mathematics,49,D,88.0,7.4,Yes,No
STU_049436,Student_49436,16,Female,School_16,IB,12,Mathematics,74,B+,79.9,2.2,No,No
STU_049437,Student_49437,14,Female,School_10,State,12,Hindi,78,B+,85.5,6.2,Yes,Yes
STU_049438,Student_49438,12,Male,School_26,Cambridge,10,Biology,83,A,62.8,3.2,No,No
STU_049439,Student_49439,14,Male,School_1,State,10,Biology,100,D,100.0,0.4,No,No
STU_049440,Student_49440,17,Female,School_18,State,10,Mathematics,64,A,92.9,1.4,Yes,Yes
STU_049441,Student_49441,17,Male,School_30,CBSE,11,Geography,74,C+,77.5,4.9,Yes,No
STU_049442,Student_49442,16,Male,School_37,Cambridge,10,English,56,F,79.6,2.5,No,No
STU_049443,Student_49443,13,Female,School_27,CBSE,9,English,76,D,77.7,5.2,Yes,No
STU_049444,Student_49444,19,Male,School_18,State,11,Economics,60,A,74.8,1.4,No,Yes
STU_049445,Student_49445,13,Female,School_18,Cambridge,10,Chemistry,76,C+,99.6,3.9,No,No
STU_049446,Student_49446,14,Male,School_42,ICSE,10,Biology,39,D,95.2,5.7,Yes,No
STU_049447,Student_49447,17,Female,School_44,Cambridge,9,Economics,73,B+,89.7,3.5,Yes,No
STU_049448,Student_49448,15,Male,School_40,IB,10,Economics,96,B,51.9,3.1,No,No
STU_049449,Student_49449,16,Male,School_48,IB,10,English,63,D,91.2,4.1,Yes,No
STU_049450,Student_49450,11,Female,School_2,IB,9,Geography,94,F,59.6,1.6,Yes,No
STU_049451,Student_49451,13,Male,School_10,CBSE,10,Chemistry,68,B+,68.5,5.0,No,No
STU_049452,Student_49452,13,Male,School_13,IB,11,History,70,A,63.6,7.2,Yes,No
STU_049453,Student_49453,15,Female,School_8,ICSE,12,Biology,44,C+,71.0,6.9,No,No
STU_049454,Student_49454,13,Female,School_8,Cambridge,9,History,71,D,78.7,8.0,No,No
STU_049455,Student_49455,13,Male,School_9,Cambridge,9,Chemistry,85,A,100.0,3.7,No,Yes
STU_049456,Student_49456,13,Female,School_45,IB,9,Computer Science,43,F,70.9,3.4,Yes,No
STU_049457,Student_49457,15,Male,School_23,State,10,Mathematics,70,C,49.9,4.1,Yes,No
STU_049458,Student_49458,15,Male,School_24,ICSE,11,Computer Science,44,B,75.0,3.7,No,No
STU_049459,Student_49459,16,Male,School_44,State,11,Mathematics,64,B+,73.5,6.6,No,No
STU_049460,Student_49460,12,Female,School_37,CBSE,9,Computer Science,49,C+,71.6,3.6,No,No
STU_049461,Student_49461,13,Male,School_1,IB,12,Chemistry,92,C+,100.0,3.8,Yes,No
STU_049462,Student_49462,14,Female,School_23,IB,10,English,65,D,56.7,9.8,No,No
